timestamp_utc,timestamp_local,latitude,longitude,altitude_m,ellipsoidal_altitude_m,horizontal_accuracy_m,vertical_accuracy_m,speed_mps,speed_accuracy_mps,course_deg,course_accuracy_deg,timezone,source
2026-09-18T08:44:06.000Z,2026-09-18T16:44:06.000+08:00,47.9158186,106.9700281,1314.18,1277.16,4.79,3.30,1.299,1.169,276.56,33.21,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:13.000Z,2026-09-18T16:44:13.000+08:00,47.9158330,106.9699504,1313.39,1276.36,4.76,3.34,1.211,1.323,271.29,36.91,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:16.000Z,2026-09-18T16:44:16.000+08:00,47.9158402,106.9698839,1314.15,1277.13,4.75,3.35,0.998,1.172,275.41,42.90,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:20.000Z,2026-09-18T16:44:20.000+08:00,47.9158231,106.9698188,1314.18,1277.16,4.74,3.37,1.191,1.171,248.30,36.81,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:25.000Z,2026-09-18T16:44:25.000+08:00,47.9158387,106.9697326,1314.61,1277.58,4.75,3.35,1.327,1.219,285.72,32.49,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:30.000Z,2026-09-18T16:44:30.000+08:00,47.9158341,106.9696582,1314.16,1277.14,4.75,3.36,0.976,1.230,272.09,42.97,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:35.000Z,2026-09-18T16:44:35.000+08:00,47.9158314,106.9695810,1314.53,1277.50,4.75,3.36,1.225,1.202,260.29,35.30,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:39.000Z,2026-09-18T16:44:39.000+08:00,47.9158433,106.9695151,1314.26,1277.24,4.74,3.36,1.012,1.252,279.88,37.78,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:50.000Z,2026-09-18T16:44:50.000+08:00,47.9158713,106.9694625,1313.51,1276.48,4.76,3.35,0.442,1.847,323.50,180.00,Asia/Ulaanbaatar,continuous
2026-09-18T08:44:54.000Z,2026-09-18T16:44:54.000+08:00,47.9158825,106.9693879,1313.55,1276.53,4.75,3.35,1.443,1.311,283.96,31.03,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:13.000Z,2026-09-18T16:45:13.000+08:00,47.9158395,106.9694334,1313.66,1276.63,4.79,3.29,1.022,1.325,123.01,46.19,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:19.000Z,2026-09-18T16:45:19.000+08:00,47.9157973,106.9694928,1314.11,1277.08,4.77,3.33,1.100,1.253,118.94,37.29,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:23.000Z,2026-09-18T16:45:23.000+08:00,47.9157708,106.9695530,1314.32,1277.29,4.75,3.36,1.320,1.193,117.26,28.90,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:27.000Z,2026-09-18T16:45:27.000+08:00,47.9157656,106.9696290,1314.02,1276.99,4.74,3.37,1.084,1.272,105.93,37.80,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:32.000Z,2026-09-18T16:45:32.000+08:00,47.9157533,106.9697020,1314.61,1277.58,4.73,3.39,0.975,1.282,95.91,40.58,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:37.000Z,2026-09-18T16:45:37.000+08:00,47.9157489,106.9697705,1314.17,1277.15,4.72,3.39,1.052,1.297,104.87,37.38,Asia/Ulaanbaatar,continuous
2026-09-18T08:45:42.000Z,2026-09-18T16:45:42.000+08:00,47.9157365,106.9698489,1313.65,1276.63,4.73,3.38,0.916,1.280,108.97,44.74,Asia/Ulaanbaatar,continuous
2026-09-18T08:46:05.000Z,2026-09-18T16:46:05.000+08:00,47.9157694,106.9699044,1313.05,1276.02,4.74,3.37,0.258,1.876,86.45,180.00,Asia/Ulaanbaatar,continuous
2026-09-18T08:47:07.000Z,2026-09-18T16:47:07.000+08:00,47.9157498,106.9699746,1314.23,1277.20,4.74,3.37,0.966,1.246,96.16,39.45,Asia/Ulaanbaatar,continuous
2026-09-18T08:47:10.000Z,2026-09-18T16:47:10.000+08:00,47.9157512,106.9700598,1315.10,1278.08,4.74,3.37,1.944,1.267,94.21,22.90,Asia/Ulaanbaatar,continuous
2026-09-18T08:47:13.000Z,2026-09-18T16:47:13.000+08:00,47.9157463,106.9701393,1314.14,1277.12,4.74,3.38,2.097,1.269,94.57,22.81,Asia/Ulaanbaatar,continuous
